food_id,food_name,category,calories_per_100g,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,potassium_mg,calcium_mg,iron_mg,vitamin_c_mg,vitamin_d_iu,cholesterol_mg,saturated_fat_g,glycemic_index,purine_mg,oxalate_mg,contains_gluten,contains_dairy,contains_nuts,contains_eggs,contains_shellfish,contains_fish,contains_soy,contains_sesame,contains_peanuts,contains_sulfites,is_vegetarian,is_vegan,cuisine_type,meal_type,disease_score
N495,Mushroom matar,Vegetable Dishes,70.8,2.8,5.3,4.1,3.1,1.4,61.6,63,21.4,0.81,39.2,200.0,0.0,1.2,15,11.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N820,Onion raita (Pyaaz ka raita),Dairy & Paneer,71.6,4.9,7.9,2.4,0.6,7.1,190.0,84,163.8,0.3,8.4,0.0,0.0,0.7,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
BG010,Shukto,Vegetable Dishes,72.0,2.5,9.5,2.8,3.5,1.5,285.0,285,32.0,1.2,8.5,0.0,0.0,0.5,20,0.0,0,False,True,False,False,False,False,False,True,False,False,True,False,Bengali,lunch_dinner,60
E066,Sattu Drink (Salted),Beverages,72.0,4.5,12.5,0.8,2.5,0.5,285.0,185,28.0,2.5,0.0,0.0,0.0,0.2,30,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Bihari,breakfast_snack,60
J017,Jain Moong Dal Soup,Soups,72.0,5.5,10.5,1.2,4.5,1.2,185.0,245,22.0,1.5,5.5,0.0,0.0,0.3,25,30.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Jain,breakfast_snack,60
N819,Pomegranate raita (Anaar ka raita),Dairy & Paneer,72.6,4.0,7.2,3.2,0.6,7.0,195.2,77,138.3,0.25,4.6,0.0,0.0,1.0,40,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N149,Stuffed round gourd (Bharwa tinde),Indian Foods,72.8,1.1,4.0,5.8,2.1,2.0,180.2,49,20.2,0.59,37.4,0.0,0.0,1.7,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N119,Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),Dals & Legumes,73.2,2.8,7.1,3.6,2.7,1.0,149.5,70,14.3,0.99,15.2,0.0,0.0,1.1,30,14.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N600,Stewed fruit (with pear),Indian Foods,74.3,0.2,18.2,0.3,2.8,17.7,1.7,93,5.9,0.21,2.5,0.0,0.0,0.1,40,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Kerala,lunch_dinner,60
F012,Tofu (firm),Dals & Legumes,76.0,8.0,1.9,4.8,0.3,0.7,7.0,121,350.0,2.7,0.1,0.0,0.0,0.7,15,54.0,54,False,False,False,False,False,False,True,True,False,False,True,True,Asian,lunch_dinner,60
N643,Curd mint dip,Dairy & Paneer,76.1,4.8,9.1,2.4,0.8,7.8,222.8,89,172.8,0.82,3.3,5.0,4.0,0.7,30,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Indian,lunch_dinner,60
N821,Green chilli raita (Hari mirch ka raita),Dairy & Paneer,77.1,5.6,7.7,2.9,0.3,7.5,161.3,89,193.6,0.21,4.3,0.0,0.0,0.9,30,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N233,Mint raita (Pudinay ka raita),Dairy & Paneer,77.6,5.6,7.6,3.0,0.3,7.5,274.4,89,198.2,0.37,2.9,0.0,0.0,0.9,30,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N178,Spinach paneer (Palak paneer),Dairy & Paneer,77.7,4.0,4.4,4.8,1.9,2.6,166.9,68,113.2,1.85,60.2,10.0,15.0,1.4,15,16.0,750,False,True,False,False,False,False,False,False,False,False,True,False,Indian,lunch_dinner,60
N173,Baked vegetables with spinach,Indian Foods,77.8,3.2,6.9,4.0,2.3,2.1,122.8,72,78.6,1.16,79.0,0.0,0.0,1.2,15,13.0,750,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N810,Roasted cauliflower steak,Beverages,78.7,2.0,2.0,6.7,3.5,0.4,120.2,48,24.5,0.95,47.1,0.0,0.0,2.0,15,8.0,55,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,60
N564,Curd dressing,Dairy & Paneer,78.8,5.6,8.0,2.9,0.2,7.6,204.6,90,194.6,0.18,5.3,6.0,5.0,0.9,30,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Indian,lunch_dinner,60
N483,Urad sabut special,Dals & Legumes,79.4,2.3,5.0,5.5,2.2,0.9,60.1,61,21.4,0.71,28.4,0.0,0.0,1.6,30,12.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N879,Curd dip,Dairy & Paneer,80.0,5.0,8.0,3.4,0.1,7.1,301.1,87,167.2,0.25,0.0,7.0,6.0,1.0,30,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Indian,lunch_dinner,60
N044,Cracked wheat porridge (Meetha daliya),Dals & Legumes,81.6,2.6,8.9,4.1,0.6,5.1,15.9,77,75.9,0.32,5.0,0.0,0.0,1.2,30,13.0,0,True,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
E017,Sai Bhaji,Vegetable Dishes,82.0,3.2,9.5,3.2,4.8,2.2,320.0,420,125.0,3.8,32.5,0.0,0.0,0.5,20,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Sindhi,lunch_dinner,60
F145,Poriyal,Vegetable Dishes,82.0,2.8,10.5,3.2,3.5,2.8,185.0,285,42.0,1.2,22.5,0.0,0.0,0.5,20,0.0,0,False,False,False,False,False,False,False,True,False,False,True,True,Tamil Nadu,lunch_dinner,60
J004,Jain Bhindi Masala,Vegetable Dishes,82.0,2.5,10.5,3.5,3.5,2.8,285.0,285,85.0,0.8,12.5,0.0,0.0,0.5,20,0.0,0,False,False,False,False,False,False,False,True,False,False,True,True,Jain,lunch_dinner,60
N414,Cold coffee (with cream),Beverages,82.8,1.9,12.0,3.3,0.0,11.9,15.4,84,64.4,0.14,2.6,0.0,11.0,1.0,15,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Indian,breakfast_snack,60
F083,Pomegranate,Fruits,83.0,1.7,19.0,1.2,4.0,13.7,3.0,236,10.0,0.3,10.2,0.0,0.0,0.1,35,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,snack,60
N818,Cabbage raita (Pattagobhi raita),Dairy & Paneer,84.8,3.2,5.2,5.8,0.9,4.2,125.3,68,118.5,0.19,28.3,0.0,0.0,1.7,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
BG006,Begun Bhaja,Vegetable Dishes,85.0,1.5,8.5,5.5,2.8,3.5,185.0,265,12.0,0.5,2.5,0.0,0.0,1.8,15,0.0,0,False,False,False,False,False,False,False,True,False,False,True,True,Bengali,lunch_dinner,60
F220,Kokum Sharbat,Beverages,85.0,0.5,21.5,0.1,0.5,18.5,85.0,85,12.0,0.5,2.5,0.0,0.0,0.0,32,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Goan,snack,60
F172,Sev Tameta,Indian Foods,88.0,2.5,12.5,3.5,2.8,5.5,385.0,285,32.0,1.5,18.5,0.0,0.0,0.5,30,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,Gujarati,lunch_dinner,60
BG025,Tomato Khejurer Chutney,Accompaniments,88.0,0.8,20.5,0.5,2.2,15.5,185.0,245,18.0,0.8,12.5,0.0,0.0,0.2,35,0.0,0,False,False,False,False,False,False,False,True,False,False,True,True,Bengali,condiment,60
N878,Garlic chickpea soup (Lahasun aur chane ka shoraba),Soups,89.5,4.4,13.9,2.0,2.8,2.6,79.7,106,13.9,0.96,13.2,0.0,0.0,0.6,30,22.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Continental,lunch_dinner,60
N542,Cauliflower basket,Indian Foods,91.0,5.2,4.0,5.9,2.4,1.5,194.2,76,100.2,0.92,71.6,0.0,0.0,1.8,15,21.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N890,Stewed apple,Indian Foods,91.9,0.2,22.5,0.4,1.5,20.4,1.5,112,9.2,0.18,0.0,0.0,0.0,0.1,40,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Kerala,lunch_dinner,60
E008,Hara Dhania Cholia,Vegetable Dishes,92.0,5.5,12.5,2.5,5.5,2.5,285.0,325,52.0,2.8,22.5,0.0,0.0,0.5,25,65.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Haryanvi,lunch_dinner,60
N285,Stewed apple with custard,Indian Foods,92.9,1.3,18.4,1.8,1.0,15.5,16.7,104,49.2,0.18,5.6,0.0,0.0,0.5,40,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Kerala,lunch_dinner,60
N543,Stuffed bottle gourd (Stuffed ghiya/lauki),Indian Foods,93.2,5.8,4.4,5.8,1.2,1.5,107.0,82,71.8,0.66,9.0,0.0,0.0,1.7,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N155,Pea mushroom curry (Matar mushroom),Vegetable Dishes,93.3,3.9,7.4,5.2,3.9,1.8,155.5,81,22.7,0.97,58.4,200.0,0.0,1.5,15,16.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N152,Stuffed tomatoes (Bharwa tamatar),Vegetable Dishes,93.4,3.3,6.2,6.1,2.2,2.7,165.8,73,59.2,0.62,28.2,0.0,0.0,1.8,15,0.0,50,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N333,Paneer shaslik/tikka,Dairy & Paneer,93.8,5.1,8.0,4.5,1.2,4.6,103.4,90,123.9,0.68,107.7,9.0,16.0,1.3,30,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Indian,lunch_dinner,60
N811,Sauteed radishes with green beans,Indian Foods,94.3,2.4,6.0,6.6,3.5,1.8,65.1,68,40.2,1.01,6.6,0.0,0.0,2.0,30,12.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N148,Stuffed okra (Bharwa bhindi),Vegetable Dishes,94.3,2.1,3.8,7.7,4.2,0.5,210.0,58,86.9,1.18,22.6,0.0,0.0,2.3,15,0.0,146,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
E065,Sattu Drink (Sweet),Beverages,95.0,4.5,18.5,0.8,2.5,8.5,28.0,185,28.0,2.5,0.0,0.0,0.0,0.2,35,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Bihari,breakfast_snack,60
F118,Aloo Gobi,Indian Foods,95.0,3.2,14.5,3.2,3.5,3.8,380.0,480,42.0,1.2,28.5,0.0,0.0,0.5,35,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,North Indian,lunch_dinner,60
N733,Creamed spinach,Indian Foods,96.9,5.2,4.4,6.4,1.3,1.6,156.0,79,122.3,1.89,62.2,0.0,20.0,1.9,15,21.0,750,False,True,False,False,False,False,False,False,False,False,True,False,Indian,lunch_dinner,60
F102,Sarson da Saag,Indian Foods,98.0,4.2,9.8,4.8,3.9,1.2,320.0,260,220.0,3.8,45.0,0.0,0.0,0.7,20,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,North Indian,lunch_dinner,60
N867,Split bengal gram dal (Channa dal),Dals & Legumes,99.7,4.2,10.0,4.6,3.7,1.0,46.4,93,22.0,1.92,13.4,0.0,0.0,1.4,30,21.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N045,Semolina porridge (Suji/Rava daliya),Dals & Legumes,100.9,3.8,12.4,4.1,0.7,7.5,23.2,99,108.5,0.36,5.0,0.0,0.0,1.2,30,19.0,0,True,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N286,Apple snowballs,Indian Foods,101.5,0.9,24.6,0.3,1.2,19.4,12.8,125,9.4,0.18,4.5,0.0,0.0,0.1,40,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N745,Saffron milk (Kesariya doodh),Dairy & Paneer,102.2,3.2,12.6,4.6,0.1,12.5,23.7,97,110.9,0.21,4.8,9.0,8.0,1.4,30,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Indian,lunch_dinner,60
N709,Spinach khichri (Palak khichri/khichdi),Rice Dishes,102.2,3.4,17.4,1.9,1.6,0.2,69.6,114,10.4,0.65,3.0,0.0,0.0,0.6,15,14.0,750,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N126,Moti mahal dal (Urad rajmah mix dal),Dals & Legumes,103.1,3.9,8.7,5.7,3.4,1.7,157.6,87,38.1,1.05,15.4,0.0,0.0,1.7,30,20.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N359,Hot spinach souffle,Indian Foods,104.2,5.4,4.2,7.2,1.0,1.6,104.7,81,80.8,1.67,47.8,0.0,0.0,2.2,15,22.0,750,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
F097,Moong Dal (cooked),Dals & Legumes,105.0,7.0,19.0,0.4,7.6,2.0,4.0,266,27.0,1.4,1.0,0.0,0.0,0.1,25,35.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
E040,Aamat,Dals & Legumes,105.0,5.5,15.5,2.5,5.5,2.5,320.0,285,52.0,2.8,5.5,0.0,0.0,0.5,30,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Chhattisgarhi,lunch_dinner,60
N533,Beans foogath,Indian Foods,105.1,2.0,3.3,9.2,4.2,1.7,81.2,58,44.2,0.95,6.4,0.0,0.0,2.8,30,10.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N713,Spinach peanut burfi (Palak aur mungfali ki burfi),Vegetable Dishes,105.4,3.4,13.6,4.4,2.1,11.5,19.5,102,41.0,1.61,30.3,0.0,0.0,1.3,15,14.0,750,False,True,False,False,False,False,False,False,True,False,True,False,Indian,lunch_dinner,60
N809,Paneer lababdar,Dairy & Paneer,105.5,4.0,3.4,8.5,1.2,2.0,142.4,71,55.6,0.56,27.5,17.0,27.0,2.5,30,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Indian,lunch_dinner,60
N145,Carrot and cabbage with coconut (Nariyal ke saath pattagobhi aur gajar),Indian Foods,106.6,1.8,5.0,8.6,4.5,2.4,219.6,63,48.6,0.84,41.0,0.0,0.0,2.6,40,0.0,35,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N550,Fricassee of Mushroom,Indian Foods,106.7,3.6,8.1,6.6,1.2,2.5,119.0,84,85.0,0.36,39.7,200.0,0.0,2.0,15,14.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N269,Apple mousse,Indian Foods,106.9,4.2,12.8,4.3,1.6,10.6,28.8,104,33.8,0.48,14.5,0.0,0.0,1.3,40,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N189,Kadhai Paneer,Dairy & Paneer,108.0,4.3,7.3,6.8,2.1,5.5,144.3,86,91.5,0.65,85.8,14.0,22.0,2.0,30,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Indian,lunch_dinner,60
N863,Lemon coriander soup,Soups,108.1,2.3,10.3,6.3,6.8,2.2,219.2,85,102.6,3.47,8.6,0.0,0.0,1.9,25,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Continental,lunch_dinner,60
F067,Khichdi,Indian Foods,110.0,5.2,19.5,1.8,3.2,0.5,280.0,220,28.0,1.8,0.0,0.0,0.0,0.4,40,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N531,Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),Vegetable Dishes,110.8,1.8,4.5,9.3,3.6,1.4,92.8,62,67.9,0.88,29.1,0.0,0.0,2.8,15,0.0,146,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N869,Panchmel dal,Dals & Legumes,111.2,4.6,10.7,5.4,3.2,0.8,79.5,100,23.0,1.42,8.5,0.0,0.0,1.6,30,23.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N404,Sprouted moong daliya,Dals & Legumes,111.6,2.8,14.8,4.7,3.1,1.7,196.7,104,22.6,1.29,7.5,0.0,0.0,1.4,30,14.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
BG008,Mochar Ghonto,Vegetable Dishes,112.0,2.8,15.5,4.8,4.5,3.5,285.0,365,22.0,1.5,8.5,0.0,0.0,0.8,20,0.0,0,False,False,False,False,False,False,False,True,False,False,True,True,Bengali,lunch_dinner,60
N567,Mint and peanut raita (Pudinay aur moongfali ka raita),Dals & Legumes,112.0,7.0,7.3,6.2,1.8,6.2,223.0,102,191.0,1.68,6.1,0.0,0.0,1.9,30,35.0,187,False,False,False,False,False,False,False,False,True,False,True,True,Indian,lunch_dinner,60
N087,Sprouted moong pulao,Rice Dishes,113.0,2.2,17.5,3.6,1.8,1.4,153.2,109,16.3,0.65,7.5,0.0,0.0,1.1,30,11.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
F057,Dal (Toor/Split Pigeon Pea),Dals & Legumes,116.0,7.2,20.1,0.4,5.4,0.0,7.0,304,73.0,1.5,0.0,0.0,0.0,0.1,29,102.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N460,Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),Rice Dishes,116.5,3.6,19.7,2.3,3.2,1.6,98.1,125,19.1,0.82,27.1,0.0,0.0,0.7,30,18.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N708,Lentils and semolina porridge (Dal suji porridge/daliya),Dals & Legumes,117.3,3.3,23.2,1.1,1.4,13.8,9.6,136,44.7,1.22,0.8,0.0,0.0,0.3,30,16.0,0,True,False,False,False,False,False,False,True,False,False,True,True,Indian,lunch_dinner,60
N047,Cornflakes with milk,Breakfast Cereals & Porridge,117.3,3.6,15.0,5.1,0.8,10.0,26.6,111,106.5,0.42,4.8,10.0,9.0,1.5,30,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Indian,breakfast,60
E016,Sindhi Kadhi,Dals & Legumes,118.0,3.5,15.5,5.5,3.8,3.5,480.0,285,52.0,1.8,18.5,0.0,0.0,1.2,35,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Sindhi,lunch_dinner,60
F144,Kootu,Vegetable Dishes,118.0,4.5,15.5,4.8,5.2,2.5,285.0,325,52.0,2.2,8.5,0.0,0.0,0.8,30,35.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Tamil Nadu,lunch_dinner,60
F209,Amti (Maharashtrian Dal),Indian Foods,118.0,6.5,18.5,2.5,5.5,2.8,380.0,285,42.0,2.2,4.5,0.0,0.0,0.5,30,55.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Maharashtrian,lunch_dinner,60
J025,Jain Dal Dhokli,Dals & Legumes,118.0,5.5,18.5,3.2,4.5,2.2,285.0,245,32.0,1.8,5.5,0.0,0.0,0.8,35,55.0,0,True,False,False,False,False,False,False,False,False,False,True,True,Jain,lunch_dinner,60
J001,Jain Dal Tadka,Dals & Legumes,118.0,7.5,18.5,3.5,5.5,2.2,320.0,285,42.0,2.5,8.5,0.0,0.0,0.8,30,60.0,0,False,False,False,False,False,False,False,True,False,False,True,True,Jain,lunch_dinner,60
J013,Jain Kadhi,Dairy & Paneer,118.0,4.5,12.5,5.5,1.5,3.5,385.0,185,148.0,0.8,2.5,0.0,8.0,2.2,32,0.0,0,True,True,False,False,False,False,False,False,False,False,True,False,Jain,lunch_dinner,60
N402,Spinach burfi (Palak burfi),Vegetable Dishes,121.2,2.7,12.8,6.8,1.2,12.1,27.8,99,93.7,1.05,8.6,0.0,0.0,2.0,15,11.0,750,False,True,False,False,False,False,False,False,False,False,True,False,Indian,lunch_dinner,60
N257,Caramel custard (steamed),Beverages,121.6,5.0,15.0,4.9,0.0,15.0,43.6,119,88.1,0.51,3.0,0.0,0.0,1.5,15,0.0,55,False,False,False,False,False,False,False,False,False,False,True,True,Indian,breakfast_snack,60
F132,Kerala Stew,Vegetable Dishes,122.0,5.8,12.5,5.8,3.2,3.5,385.0,285,52.0,1.5,12.5,0.0,25.0,2.8,25,35.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Kerala,lunch_dinner,60
N086,Mushroom pulao,Rice Dishes,124.3,2.5,19.0,4.0,1.9,1.0,222.4,118,13.5,0.39,3.4,200.0,0.0,1.2,15,10.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N527,Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),Vegetable Dishes,124.6,5.8,7.0,8.2,2.4,3.8,124.0,97,29.8,0.95,26.9,0.0,0.0,2.5,15,0.0,0,True,False,False,False,False,False,False,False,False,False,True,True,Indian,snack,60
N120,Dry washed urad,Dals & Legumes,124.7,6.8,15.7,3.5,4.1,0.7,295.8,131,27.1,1.89,1.5,0.0,0.0,1.0,30,34.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
F116,Ker Sangri,Indian Foods,125.0,4.8,18.5,4.2,8.5,3.2,480.0,320,72.0,4.2,5.5,0.0,0.0,0.8,30,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Rajasthani,lunch_dinner,60
N461,Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),Rice Dishes,125.5,3.4,21.6,2.6,2.7,2.0,103.1,132,16.5,0.77,8.1,0.0,0.0,0.8,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N552,Vegetable and cheese pie,Dairy & Paneer,126.9,4.0,8.8,8.3,1.9,2.7,118.0,93,99.5,0.58,55.0,17.0,27.0,2.5,30,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Indian,lunch_dinner,60
F070,Rajma,Indian Foods,127.0,8.7,22.8,0.5,6.4,0.3,280.0,403,50.0,2.9,1.2,0.0,0.0,0.1,24,44.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
F011,Kidney Beans,Dals & Legumes,127.0,8.7,22.8,0.5,6.4,0.3,2.0,403,50.0,2.9,1.2,0.0,0.0,0.1,24,53.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
F155,Dalma,Indian Foods,128.0,7.5,18.5,2.5,6.2,2.5,285.0,325,52.0,2.8,12.5,0.0,0.0,0.5,30,55.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Odia,lunch_dinner,60
BG024,Aloo Phulkopi Diye Dal,Dals & Legumes,128.0,6.5,18.5,3.5,4.8,2.5,285.0,310,42.0,2.2,18.5,0.0,0.0,0.8,30,55.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Bengali,lunch_dinner,60
J003,Jain Rajma,Dals & Legumes,128.0,8.5,22.5,1.5,6.5,1.5,285.0,385,52.0,2.8,2.5,0.0,0.0,0.5,24,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Jain,lunch_dinner,60
N108,Fettuccine with spinach sauce,Indian Foods,129.2,3.1,12.2,7.8,0.8,1.2,153.6,100,53.7,1.28,38.4,0.0,0.0,2.3,15,12.0,750,False,False,False,False,False,False,False,False,False,False,True,True,Italian,lunch_dinner,60
N143,Beans with coconut (Nariyal aur sem/phali; Beans thoran),Indian Foods,131.6,2.6,4.4,11.4,5.6,2.1,271.6,71,51.9,1.34,6.0,0.0,0.0,3.4,30,13.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
F010,Black Beans,Dals & Legumes,132.0,9.0,24.0,0.5,8.7,0.3,1.0,355,27.0,2.1,0.0,0.0,0.0,0.1,30,45.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Mexican,lunch_dinner,60
N144,Cauliflower with coconut (Nariyal ke saath phoolgobhi),Indian Foods,132.1,2.6,4.0,11.6,5.3,1.7,286.1,70,35.4,1.33,51.8,0.0,0.0,3.5,15,10.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N147,Raw papaya with coconut (Papaya thoran),Indian Foods,132.8,1.5,5.6,11.4,4.3,3.8,270.6,69,33.7,0.82,25.4,0.0,0.0,3.4,40,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N154,Pea paneer curry (Matar paneer),Dairy & Paneer,134.8,6.6,9.3,7.8,3.3,3.9,157.3,111,105.2,1.08,58.4,16.0,25.0,2.3,30,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Indian,lunch_dinner,60
F135,Curd Rice,Vegetable Dishes,135.0,4.5,22.5,2.8,1.2,2.8,285.0,185,125.0,0.5,0.5,6.0,8.0,1.2,30,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,South Indian,lunch_dinner,60
N470,Beans and macaroni,Indian Foods,136.1,4.6,14.2,7.0,2.0,1.7,182.8,117,86.9,0.75,16.5,0.0,0.0,2.1,30,23.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
F133,Erissery,Vegetable Dishes,138.0,5.2,18.5,4.8,5.8,2.5,285.0,325,42.0,2.2,5.5,0.0,0.0,0.8,35,55.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Kerala,lunch_dinner,60
N127,Black channa curry/Bengal gram curry (Kale chane ki curry),Dals & Legumes,140.7,5.7,14.1,6.6,8.0,2.4,358.6,123,53.9,2.43,15.1,0.0,0.0,2.0,30,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N526,Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),Snacks & Street Food,142.5,8.2,6.1,9.4,1.8,1.3,118.0,111,31.5,0.98,12.7,0.0,0.0,2.8,15,0.0,0,True,False,False,False,False,False,False,False,False,False,True,True,Indian,snack,60
N131,Kidney bean curry (Rajmah curry),Dals & Legumes,143.7,6.0,16.4,5.8,5.8,2.5,354.6,133,47.9,2.27,16.3,0.0,0.0,1.7,30,72.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,lunch_dinner,60
N814,Onion chutney (Pyaaz ki chutney/Vengaya chutney),Accompaniments,143.9,3.0,13.5,8.4,4.6,6.8,256.9,106,28.5,1.19,2.8,0.0,0.0,2.5,15,0.0,0,False,False,False,False,False,False,False,False,False,False,True,True,Indian,condiment,60
E005,Chainsoo,Dals & Legumes,145.0,8.5,18.5,4.5,6.8,1.5,320.0,285,52.0,3.5,8.5,0.0,0.0,0.8,32,85.0,55,False,False,False,False,False,False,False,False,False,False,True,True,Garhwali,lunch_dinner,60
BG014,Niramish Mangsho,Vegetable Dishes,145.0,4.5,18.5,6.5,3.8,4.5,285.0,325,42.0,2.2,8.5,0.0,0.0,1.2,35,0.0,0,False,False,False,False,False,False,False,True,False,False,True,True,Bengali,lunch_dinner,60
N445,Veg paneer stew,Dairy & Paneer,145.6,7.0,10.2,8.4,3.1,4.8,73.2,118,160.5,1.37,32.4,17.0,27.0,2.5,30,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,Kerala,lunch_dinner,60
